Extension,Palabra
13,MERCANTILIZAR
13,NARCOTIZACION
13,PERCUSIONISTA
13,PEREGRINACION
13,PICARRELINCHO
13,PREDOMINANCIA
13,REIVINDICABLE
13,SANMARTINIANO
13,SUBDELEGACION
13,SUCESIVAMENTE
13,TEMBLADERILLA
13,TRASATLANTICO
14,ABASTECIMIENTO
14,ABORRECIMIENTO
14,ARREMETIMIENTO
14,ASCONDIDAMENTE
14,CIRCUNSTANCIAL
14,DESAMORTIZABLE
14,ECONOMICAMENTE
14,ENFITEUTICARIO
14,ESPATULOMANCIA
14,ESPECTROGRAFIA
14,EXPERIMENTADOR
14,GAMMAGLOBULINA
14,HIDROGEOLOGICO
14,IMPROVISAMENTE
14,INCONQUISTABLE
14,INDIFERENCIADO
14,INFRUTESCENCIA
14,INSACIABILIDAD
14,MAGISTRALMENTE
14,MEDIOAMBIENTAL
14,PESTIFERAMENTE
14,POLVOREAMIENTO
14,QUINESIOLOGICO
15,ANTIPARASITARIO
15,ATESTIGUAMIENTO
15,AUTODESTRUCCION
15,CONTRARREGISTRO
15,DESENCALABRINAR
15,INCESTUOSAMENTE
15,INTENCIONALIDAD
15,MALINTENCIONADO
15,MIRACULOSAMENTE
15,NEUROTRANSMISOR
15,PRECEPTIVAMENTE
15,REVIENTACABALLO
15,SERODIAGNOSTICO
15,SINVERGONZONADA
